uidA,uidB,aliasA,aliasB,interactionType
Q92831,P46531,KAT2B,NOTCH1,psi-mi:MI:0915(physical association)
Q96IP4,P46379,FAM46A,BAG6,-
A0A024R495,A0A024R495,DGKD,DGKD,MI:0407(direct interaction)
Q9HC52,Q9BYV9,CBX8,BACH2,MI:0915(physical association)
P18146,A0A024QZ86,EGR1,TBX2,MI:0915(physical association)
P18146,Q04900,EGR1,CD164,psi-mi:MI:0915(physical association)
Q8IYK4,P57721,COLGALT2,PCBP3,MI:0915(physical association)
Q9H9D4,Q92997,ZNF408,DVL3,MI:0407(direct interaction)
A0N0Q1,Q14416,CCR4,GRM2,psi-mi:MI:0914(association)
Q96IP4,A0A024R2T0,FAM46A,USP4,MI:0915(physical association)
P18146,Q96G03,EGR1,PGM2,psi-mi:MI:0915(physical association)
O00329,P14784,PIK3CD,IL2RB,psi-mi:MI:0915(physical association)
O00329,Q07889,PIK3CD,SOS1,psi-mi:MI:0914(association)
Q15796,Q5XPI4,SMAD2,RNF123,MI:0407(direct interaction)
P61026,Q8WXJ9,RAB10,ASB17,MI:0915(physical association)
P61026,P61006,RAB10,RAB8A,MI:0403(colocalization)
Q15796,A0A024RB23,SMAD2,DGKA,MI:0915(physical association)
Q15796,O15371,SMAD2,EIF3D,MI:0915(physical association)
Q15796,Q70Z35,SMAD2,PREX2,MI:0915(physical association)
Q15796,P20936,SMAD2,RASA1,MI:0915(physical association)
P18146,Q5T447,EGR1,HECTD3,psi-mi:MI:0915(physical association)
P18146,P19367,EGR1,HK1,psi-mi:MI:0915(physical association)
Q9HCM3,Q03001,KIAA1549,DST,MI:0915(physical association)
Q9P299,Q9P299,COPZ2,COPZ2,MI:0915(physical association)
Q8N2W9,P49759,PIAS4,CLK1,-
P18146,Q9P299,EGR1,COPZ2,psi-mi:MI:0915(physical association)
P18146,Q86UU0,EGR1,BCL9L,psi-mi:MI:0915(physical association)
O43809,O43809,NUDT21,NUDT21,MI:0407(direct interaction)
O43809,Q49A26,NUDT21,GLYR1,MI:0915(physical association)
Q8N2W9,O15033,PIAS4,AREL1,MI:0407(direct interaction)
Q9UM73,P60709,ALK,ACTB,MI:0915(physical association)
Q96Q42,P31946,ALS2,YWHAB,-
P43365,Q7Z3B3,MAGEA12,KANSL1,MI:0915(physical association)
Q96Q42,Q15075,ALS2,EEA1,MI:0403(colocalization)
Q9NZ52,Q9NZ52,GGA3,GGA3,-
A0A024R0H6,Q6PD62,PAF1,CTR9,MI:0403(colocalization)
A0A024R0H6,P13010,PAF1,XRCC5,MI:0403(colocalization)
Q6GPH6,Q9UMX0,ITPRIPL1,UBQLN1,MI:0915(physical association)
A0A024R0H6,O00267,PAF1,SUPT5H,MI:0403(colocalization)
Q5VIR6,Q8TBA6,VPS53,GOLGA5,MI:0915(physical association)
Q92870,A0A024R274,APBB2,SMAD4,-
Q9HCM3,Q9NZM3,KIAA1549,ITSN2,MI:0407(direct interaction)
Q9H814,Q9BW27,PHAX,NUP85,psi-mi:MI:0914(association)
P41252,Q99759,IARS,MAP3K3,MI:0915(physical association)
P10916,Q8WZ42,MYL2,TTN,psi-mi:MI:0915(physical association)
P52179,Q8WZ42,MYOM1,TTN,MI:0915(physical association)
P35222,Q9ULJ6,CTNNB1,ZMIZ1,MI:0915(physical association)
P35222,Q7Z6J6,CTNNB1,FRMD5,MI:0403(colocalization)
Q92729,P35222,PTPRU,CTNNB1,-
P13010,O00267,XRCC5,SUPT5H,-
Q99689,P50454,FEZ1,SERPINH1,MI:0407(direct interaction)
P33121,Q9Y618,ACSL1,NCOR2,psi-mi:MI:0914(association)
Q9BW27,Q9NRG9,NUP85,AAAS,psi-mi:MI:0915(physical association)
Q9H0H5,P31946,RACGAP1,YWHAB,MI:0915(physical association)
Q13761,Q15911,RUNX3,ZFHX3,psi-mi:MI:0914(association)
Q8IWR0,Q02388,ZC3H7A,COL7A1,-
Q9NU22,P35613,MDN1,BSG,MI:0915(physical association)
P13535,P10916,MYH8,MYL2,psi-mi:MI:0915(physical association)
P51805,O43157,PLXNA3,PLXNB1,psi-mi:MI:0914(association)
Q14563,P51805,SEMA3A,PLXNA3,psi-mi:MI:0915(physical association)
Q14966,Q6PKG0,ZNF638,LARP1,MI:0915(physical association)
Q6PKG0,P49761,LARP1,CLK3,MI:0915(physical association)
P22102,P31939,GART,ATIC,MI:0403(colocalization)
Q96KE9,A0A024R475,BTBD6,CUL3,MI:0915(physical association)
A0A024R1C1,P35613,PPIL2,BSG,-
A0A024R1C1,P07900,PPIL2,HSP90AA1,-
B5MC67,P31946,FRMD5,YWHAB,MI:0915(physical association)
P49759,Q8TBB1,CLK1,LNX1,MI:0915(physical association)
A0A140VJZ1,A4D1L5,USP5,UBE2H,MI:0403(colocalization)
P49759,Q6P1W5,CLK1,C1orf94,MI:0407(direct interaction)
P49759,Q9H000,CLK1,MKRN2,MI:0407(direct interaction)
P52179,P52179,MYOM1,MYOM1,-
Q9BTE2,Q13643,NPRL3,FHL3,MI:0915(physical association)
Q9Y223,Q9Y223,GNE,GNE,MI:0407(direct interaction)
Q96QB1,Q9NR80,DLC1,ARHGEF4,psi-mi:MI:0914(association)
O15230,O15230,LAMA5,LAMA5,psi-mi:MI:0915(physical association)
Q92824,Q7Z417,PCSK5,NUFIP2,MI:0915(physical association)
Q9P0V3,O43166,SH3BP4,SIPA1L1,MI:0915(physical association)
Q9HCD6,Q9NRR6,TANC2,INPP5E,MI:0915(physical association)
Q13635,Q03167,PTCH1,TGFBR3,MI:0915(physical association)
P14784,P26951,IL2RB,IL3RA,psi-mi:MI:0914(association)
Q9HBL0,Q9HBL0,TNS1,TNS1,-
Q17RB8,Q17RB8,LONRF1,LONRF1,MI:0407(direct interaction)
Q9H0I2,Q86WV8,ENKD1,TSC1,MI:0915(physical association)
O14497,A0A090N7U0,ARID1A,CUL1,MI:0915(physical association)
O14497,P51531,ARID1A,SMARCA2,MI:0403(colocalization)
Q9Y6Y0,Q08211,IVNS1ABP,DHX9,MI:0915(physical association)
Q9UK58,Q92997,CCNL1,DVL3,MI:0915(physical association)
P40121,K7PPA8,CAPG,TP53,MI:0407(direct interaction)
Q9NRL3,P42356,STRN4,PI4KA,MI:0915(physical association)
A0A0S2Z4U9,Q8N1I0,USH1C,DOCK4,psi-mi:MI:0914(association)
O15078,P39687,CEP290,ANP32A,MI:0915(physical association)
O15078,P61006,CEP290,RAB8A,MI:0915(physical association)
O15078,P07900,CEP290,HSP90AA1,psi-mi:MI:0915(physical association)
Q9H944,Q15788,MED20,NCOA1,psi-mi:MI:0915(physical association)
P32745,P50052,SSTR3,AGTR2,psi-mi:MI:0914(association)
P46940,Q01082,IQGAP1,SPTBN1,MI:0915(physical association)
Q9Y4A5,Q92831,TRRAP,KAT2B,MI:0915(physical association)
P32745,Q14416,SSTR3,GRM2,psi-mi:MI:0914(association)
Q02224,O43683,CENPE,BUB1,psi-mi:MI:0915(physical association)
A0A024R8F5,Q9Y223,EGFL7,GNE,MI:0915(physical association)
A0A024R770,Q01167,NRF1,FOXK2,MI:0915(physical association)
Q15811,O00212,ITSN1,RHOD,psi-mi:MI:0915(physical association)
P98160,O00555,HSPG2,CACNA1A,psi-mi:MI:0915(physical association)
Q02880,P13010,TOP2B,XRCC5,-
P52732,Q12840,KIF11,KIF5A,MI:0403(colocalization)
P52732,Q5VTR2,KIF11,RNF20,MI:0915(physical association)
Q8IY92,Q9H0U9,SLX4,TSPYL1,MI:0915(physical association)
Q15113,P22105,PCOLCE,TNXB,psi-mi:MI:0407(direct interaction)
Q8NFC6,P61964,BOD1L1,WDR5,MI:0915(physical association)
Q16623,Q01959,STX1A,SLC6A3,-
P35555,P98160,FBN1,HSPG2,-
Q15811,Q15811,ITSN1,ITSN1,MI:0407(direct interaction)
Q16623,Q15019,STX1A,SEPT2,-
Q15811,Q9NZM3,ITSN1,ITSN2,MI:0407(direct interaction)
Q16623,O00555,STX1A,CACNA1A,psi-mi:MI:0914(association)
Q16623,Q15878,STX1A,CACNA1E,psi-mi:MI:0914(association)
O75420,Q8WUI4,GIGYF1,HDAC7,MI:0915(physical association)
P14415,P35613,ATP1B2,BSG,psi-mi:MI:0915(physical association)
P54257,Q9HC52,HAP1,CBX8,-
P56470,Q49A26,LGALS4,GLYR1,MI:0915(physical association)
P56470,Q6N022,LGALS4,TENM4,MI:0915(physical association)
O43293,O43293,DAPK3,DAPK3,MI:0217(phosphorylation reaction)
P98164,Q5SW96,LRP2,LDLRAP1,MI:0915(physical association)
O43293,O00212,DAPK3,RHOD,MI:0915(physical association)
P46940,P51178,IQGAP1,PLCD1,MI:0403(colocalization)
Q8TEX9,Q9Y230,IPO4,RUVBL2,MI:0403(colocalization)
Q9Y6X6,Q7L576,MYO16,CYFIP1,MI:0915(physical association)
B0I1T6,Q12802,MYO9B,AKAP13,psi-mi:MI:0914(association)
B0I1T6,O00212,MYO9B,RHOD,psi-mi:MI:0915(physical association)
P05187,Q5T124,ALPP,UBXN11,MI:0915(physical association)
P98164,P02774,LRP2,GC,-
A0A0S2Z4W2,B4E386,GAN,TUBB6,MI:0915(physical association)
Q9BTC0,Q8N3U4,DIDO1,STAG2,psi-mi:MI:0915(physical association)
A0A024R6P0,P00325,SERPINA3,ADH1B,MI:0915(physical association)
P20929,P54296,NEB,MYOM2,MI:0915(physical association)
O75153,Q6NUN0,CLUH,ACSM5,MI:0915(physical association)
O94929,Q9NYB9,ABLIM3,ABI2,MI:0915(physical association)
Q9UNA1,Q9Y6X6,ARHGAP26,MYO16,MI:0915(physical association)
Q6P2Q9,Q00653,PRPF8,NFKB2,MI:0915(physical association)
P26599,P26599,PTBP1,PTBP1,MI:0915(physical association)
P20929,P13533,NEB,MYH6,psi-mi:MI:0915(physical association)
Q9UNA1,Q9H7P9,ARHGAP26,PLEKHG2,psi-mi:MI:0914(association)
Q9UNA1,Q9NR80,ARHGAP26,ARHGEF4,psi-mi:MI:0914(association)
A0A024R770,Q7Z3K3,NRF1,POGZ,MI:0407(direct interaction)
P33176,Q5VTR2,KIF5B,RNF20,MI:0403(colocalization)
Q13568,Q13568,IRF5,IRF5,-
Q9UJX0,Q99081,OSGIN1,TCF12,MI:0407(direct interaction)
Q92963,A0A024R475,RIT1,CUL3,-
Q9UL18,Q16531,AGO1,DDB1,psi-mi:MI:0914(association)
O60229,P60953,KALRN,CDC42,psi-mi:MI:0915(physical association)
O60229,Q15811,KALRN,ITSN1,psi-mi:MI:0914(association)
Q9UL18,P46531,AGO1,NOTCH1,psi-mi:MI:0914(association)
Q9Y265,Q9NYJ8,RUVBL1,TAB2,MI:0915(physical association)
Q9H4A3,Q2M2I8,WNK1,AAK1,MI:0915(physical association)
O43526,P02549,KCNQ2,SPTA1,psi-mi:MI:0915(physical association)
O43526,Q01484,KCNQ2,ANK2,psi-mi:MI:0915(physical association)
P09619,P85037,PDGFRB,FOXK1,MI:0915(physical association)
Q8NFW5,P0CG48,DMBX1,UBC,MI:0407(direct interaction)
Q9HBI6,P18146,CYP4F11,EGR1,psi-mi:MI:0915(physical association)
Q15155,O75674,NOMO1,TOM1L1,MI:0407(direct interaction)
Q12840,Q12840,KIF5A,KIF5A,-
Q8NFW5,Q92824,DMBX1,PCSK5,MI:0915(physical association)
Q8NFW5,Q9BXJ5,DMBX1,C1QTNF2,MI:0915(physical association)
Q2M2I8,Q8TCY9,AAK1,URGCP,MI:0915(physical association)
Q2M2I8,Q92997,AAK1,DVL3,MI:0915(physical association)
Q9H0I2,Q49A26,ENKD1,GLYR1,MI:0915(physical association)
Q13464,P04629,ROCK1,NTRK1,MI:0915(physical association)
K7PPA8,Q53HF2,TP53,HSPA8,-
Q08211,P46777,DHX9,RPL5,MI:0403(colocalization)
K7PPA8,Q13620,TP53,CUL4B,MI:0915(physical association)
K7PPA8,Q16531,TP53,DDB1,MI:0915(physical association)
K7PPA8,P35249,TP53,RFC4,MI:0915(physical association)
P48556,P0CG48,PSMD8,UBC,MI:0407(direct interaction)
A0A024R8M9,A0A024R8M9,RECQL5,RECQL5,MI:0407(direct interaction)
K7PPA8,P85037,TP53,FOXK1,MI:0915(physical association)
Q08211,Q13620,DHX9,CUL4B,MI:0915(physical association)
Q9Y265,Q9Y265,RUVBL1,RUVBL1,psi-mi:MI:0915(physical association)
Q9NQX0,Q9NQX0,PRDM6,PRDM6,MI:0915(physical association)
F1D8S4,P07900,PPARA,HSP90AA1,MI:0407(direct interaction)
K7PPA8,Q9ULJ6,TP53,ZMIZ1,MI:0407(direct interaction)
P18583,Q9BTC0,SON,DIDO1,MI:0403(colocalization)
O96018,O94985,APBA3,CLSTN1,MI:0915(physical association)
P04637,P18146,TP53,EGR1,-
P31260,P31260,HOXA10,HOXA10,-
P04637,P32745,TP53,SSTR3,-
O75563,O75563,SKAP2,SKAP2,-
P04626,P46940,ERBB2,IQGAP1,psi-mi:MI:0915(physical association)
A0A024R6D7,Q92831,JDP2,KAT2B,-
P61964,Q03164,WDR5,KMT2A,-
P04626,Q7KZ85,ERBB2,SUPT6H,MI:0407(direct interaction)
P61964,O15054,WDR5,KDM6B,MI:0915(physical association)
P61964,Q9P2D1,WDR5,CHD7,MI:0403(colocalization)
O75420,Q9P0V3,GIGYF1,SH3BP4,MI:0915(physical association)
P61964,Q13620,WDR5,CUL4B,MI:0915(physical association)
P61964,Q7Z434,WDR5,MAVS,MI:0915(physical association)
P31260,Q06124,HOXA10,PTPN11,MI:0208(genetic interaction)
A0A024R6D7,P35638,JDP2,DDIT3,MI:0915(physical association)
A0A024R6D7,Q02930,JDP2,CREB5,MI:0915(physical association)
P04626,O43157,ERBB2,PLXNB1,MI:0915(physical association)
O94782,A0A024R2T0,USP1,USP4,MI:0915(physical association)
A0A024R0L4,P42694,ERF,HELZ,MI:0915(physical association)
Q15058,O14578,KIF14,CIT,psi-mi:MI:0914(association)
O15230,A0A024R2T0,LAMA5,USP4,MI:0407(direct interaction)
Q9BXF3,Q66K74,CECR2,MAP1S,psi-mi:MI:0914(association)
Q9Y6Y0,Q12955,IVNS1ABP,ANK3,MI:0915(physical association)
Q15393,Q92620,SF3B3,DHX38,psi-mi:MI:0915(physical association)
A0A0S2Z489,Q9C0C7,PSMD12,AMBRA1,MI:0915(physical association)
A0A0S2Z489,O15372,PSMD12,EIF3H,MI:0915(physical association)
Q8IX03,A0A024RDA9,WWC1,EXOC1,MI:0407(direct interaction)
A0A0S2Z489,Q9HAU4,PSMD12,SMURF2,psi-mi:MI:0914(association)
P16615,Q14676,ATP2A2,MDC1,MI:0915(physical association)
P04626,P0CG48,ERBB2,UBC,psi-mi:MI:0915(physical association)
Q9BRX2,Q14676,PELO,MDC1,MI:0915(physical association)
O94782,P14923,USP1,JUP,MI:0915(physical association)
Q8IX03,Q99689,WWC1,FEZ1,-
O75420,Q9H5Z6,GIGYF1,FAM124B,MI:0915(physical association)
O94782,P15311,USP1,EZR,MI:0915(physical association)
A0A024RB23,P30679,DGKA,GNA15,psi-mi:MI:0914(association)
P08069,Q06124,IGF1R,PTPN11,-
Q49A26,Q14240,GLYR1,EIF4A2,MI:0915(physical association)
Q49A26,Q96NU1,GLYR1,SAMD11,MI:0915(physical association)
A0A024R823,Q9NRL3,WIPI2,STRN4,MI:0915(physical association)
A0A024QZ23,Q08211,TFE3,DHX9,MI:0915(physical association)
A0A024QZ23,P42704,TFE3,LRPPRC,MI:0915(physical association)
A0A024QZ23,A0A024R158,TFE3,SMC2,MI:0915(physical association)
O43809,A0A024RDP4,NUDT21,PSPC1,MI:0915(physical association)
O60784,O60784,TOM1,TOM1,psi-mi:MI:0914(association)
Q15366,Q08211,PCBP2,DHX9,psi-mi:MI:0915(physical association)
Q9P0N8,A4D1L5,MARCH2,UBE2H,MI:0407(direct interaction)
Q15008,Q9BV73,PSMD6,CEP250,MI:0915(physical association)
Q15008,Q9UMX0,PSMD6,UBQLN1,MI:0915(physical association)
P10916,A0A140VJQ0,MYL2,MYBPC2,psi-mi:MI:0915(physical association)
Q15008,A0A0K0K1L8,PSMD6,PSME1,psi-mi:MI:0915(physical association)
Q04721,Q9HCE1,NOTCH2,MOV10,psi-mi:MI:0914(association)
Q13829,Q13829,TNFAIP1,TNFAIP1,MI:0407(direct interaction)
Q9H0H5,O00212,RACGAP1,RHOD,psi-mi:MI:0915(physical association)
Q13203,A0A140VJQ0,MYBPH,MYBPC2,-
P56545,Q9H0I2,CTBP2,ENKD1,MI:0915(physical association)
Q13829,Q8TBB1,TNFAIP1,LNX1,MI:0915(physical association)
P16615,P16615,ATP2A2,ATP2A2,-
Q96P73,Q96P73,DFFB,DFFB,-
Q9UHQ4,P49257,BCAP29,LMAN1,MI:0403(colocalization)
F1D8S4,P33121,PPARA,ACSL1,psi-mi:MI:0914(association)
P98164,Q9NZL3,LRP2,ZNF224,MI:0915(physical association)
P98164,O00213,LRP2,APBB1,-
Q07889,Q07889,SOS1,SOS1,-
P55268,A4D0P7,LAMB2,ORC5,psi-mi:MI:0915(physical association)
P55268,P02462,LAMB2,COL4A1,psi-mi:MI:0915(physical association)
P98164,P18827,LRP2,SDC1,psi-mi:MI:0915(physical association)
A0A140VJP9,A0A140VJP9,EXD3,EXD3,psi-mi:MI:0915(physical association)
A0A024R274,A0A024R274,SMAD4,SMAD4,-
Q9BTA9,P19012,WAC,KRT15,MI:0915(physical association)
O43615,P50454,TIMM44,SERPINH1,MI:0403(colocalization)
Q13464,Q9NR80,ROCK1,ARHGEF4,psi-mi:MI:0914(association)
O43615,P23284,TIMM44,PPIB,MI:0403(colocalization)
O43809,Q8IX12,NUDT21,CCAR1,psi-mi:MI:0915(physical association)
Q15366,P61978,PCBP2,HNRNPK,psi-mi:MI:0915(physical association)
P47914,P46777,RPL29,RPL5,psi-mi:MI:0915(physical association)
P18583,Q08211,SON,DHX9,MI:0403(colocalization)
Q07889,P21802,SOS1,FGFR2,psi-mi:MI:0915(physical association)
Q07889,Q8WV28,SOS1,BLNK,psi-mi:MI:0915(physical association)
P60953,P60953,CDC42,CDC42,-
P60953,P46940,CDC42,IQGAP1,MI:0915(physical association)
P61978,O43251,HNRNPK,RBFOX2,MI:0915(physical association)
P60953,Q5VST9,CDC42,OBSCN,psi-mi:MI:0915(physical association)
Q15366,Q8IWS0,PCBP2,PHF6,MI:0915(physical association)
Q9Y5I2,Q9UN75,PCDHA10,PCDHA12,MI:0915(physical association)
Q15366,A0A090N7U0,PCBP2,CUL1,MI:0915(physical association)
O96018,Q9NSD9,APBA3,FARSB,MI:0915(physical association)
Q9Y5S9,Q01082,RBM8A,SPTBN1,MI:0403(colocalization)
Q92993,Q92993,KAT5,KAT5,MI:0407(direct interaction)
Q92993,P17480,KAT5,UBTF,MI:0403(colocalization)
A0A090N7U0,Q9UK96,CUL1,FBXO10,MI:0915(physical association)
Q9BRK4,Q9HC52,LZTS2,CBX8,MI:0407(direct interaction)
Q9BRK4,P46940,LZTS2,IQGAP1,MI:0915(physical association)
Q9H3L0,Q6P1W5,MMADHC,C1orf94,MI:0915(physical association)
A0A090N7U0,Q9Y244,CUL1,POMP,MI:0915(physical association)
A0A090N7U0,Q16531,CUL1,DDB1,MI:0915(physical association)
A0A090N7U0,K7EQ55,CUL1,DAZAP1,MI:0915(physical association)
Q01082,P68400,SPTBN1,CSNK2A1,-
Q8TER5,A0A024R0F8,ARHGEF40,GPSM2,MI:0915(physical association)
Q8IWV7,O15067,UBR1,PFAS,MI:0403(colocalization)
Q9NPD3,Q8TBB1,EXOSC4,LNX1,MI:0915(physical association)
P60953,Q15811,CDC42,ITSN1,MI:0407(direct interaction)
Q92922,Q92922,SMARCC1,SMARCC1,MI:0915(physical association)
P08754,P50052,GNAI3,AGTR2,-
O15446,Q15653,CD3EAP,NFKBIB,MI:0915(physical association)
B1AQP2,Q99759,PFDN2,MAP3K3,MI:0915(physical association)
Q07954,O00178,LRP1,GTPBP1,-
O14802,Q9Y250,POLR3A,LZTS1,psi-mi:MI:0915(physical association)
Q9NPD3,Q14240,EXOSC4,EIF4A2,psi-mi:MI:0914(association)
Q38SD2,Q9Y5X1,LRRK1,SNX9,MI:0407(direct interaction)
P13612,P60709,ITGA4,ACTB,MI:0915(physical association)
P13612,P13639,ITGA4,EEF2,MI:0915(physical association)
P13612,Q9BQE3,ITGA4,TUBA1C,MI:0915(physical association)
P13612,P46940,ITGA4,IQGAP1,MI:0915(physical association)
P13612,Q9NSD9,ITGA4,FARSB,MI:0915(physical association)
P13612,P48052,ITGA4,CPA2,MI:0915(physical association)
P22059,A0A024RAJ5,OSBP,COL4A3BP,psi-mi:MI:0914(association)
P42081,Q06124,CD86,PTPN11,psi-mi:MI:0915(physical association)
P46087,Q9HC52,NOP2,CBX8,MI:0915(physical association)
P61964,O14686,WDR5,KMT2D,MI:0915(physical association)
Q9NYV8,Q14416,TAS2R14,GRM2,psi-mi:MI:0914(association)
P13639,O15067,EEF2,PFAS,MI:0403(colocalization)
P63261,Q9NYJ8,ACTG1,TAB2,MI:0915(physical association)
P63261,P09496,ACTG1,CLTA,psi-mi:MI:0914(association)
Q13936,Q86UR5,CACNA1C,RIMS1,psi-mi:MI:0914(association)
A0A024RAQ9,A0A024RAQ9,VCAN,VCAN,-
A0A024RAU1,P16473,IAPP,TSHR,psi-mi:MI:0915(physical association)
A0A024RAU1,L7RT34,IAPP,PIK3R5,psi-mi:MI:0914(association)
P62191,O95714,PSMC1,HERC2,MI:0915(physical association)
P62191,Q96JN8,PSMC1,NEURL4,MI:0915(physical association)
P52789,A0A024R258,HK2,UBQLN1,MI:0915(physical association)
Q9NYB9,Q9H0I2,ABI2,ENKD1,MI:0915(physical association)
P55211,A0A024RA73,CASP9,NOD1,-
Q15366,Q7Z434,PCBP2,MAVS,psi-mi:MI:0915(physical association)
P15173,Q9NYB9,MYOG,ABI2,MI:0915(physical association)
Q9HCD6,O43166,TANC2,SIPA1L1,MI:0915(physical association)
Q86UR5,Q13936,RIMS1,CACNA1C,-
P55211,P35222,CASP9,CTNNB1,psi-mi:MI:0914(association)
A0A024R1I7,O94929,TFIP11,ABLIM3,MI:0915(physical association)
A0A024R1I7,P52179,TFIP11,MYOM1,MI:0915(physical association)
Q8IY81,Q9Y2X3,FTSJ3,NOP58,MI:0403(colocalization)
Q8IY81,O00541,FTSJ3,PES1,MI:0403(colocalization)
Q8IY81,Q9HC52,FTSJ3,CBX8,MI:0915(physical association)
Q86YS3,Q86YS3,RAB11FIP4,RAB11FIP4,-
Q9BQK8,A0A024R1L9,LPIN3,CBY1,MI:0915(physical association)
P46100,Q14240,ATRX,EIF4A2,MI:0915(physical association)
P26599,Q15393,PTBP1,SF3B3,psi-mi:MI:0915(physical association)
Q5XPI4,Q15796,RNF123,SMAD2,-
P26439,P26439,HSD3B2,HSD3B2,psi-mi:MI:0915(physical association)
Q8WWW8,Q06124,GAB3,PTPN11,-
Q38SD2,Q38SD2,LRRK1,LRRK1,MI:0915(physical association)
Q5XPI4,Q658J6,RNF123,MAP1LC3B,MI:0407(direct interaction)
Q92993,K7PPA8,KAT5,TP53,MI:0915(physical association)
Q92993,Q9Y250,KAT5,LZTS1,MI:0915(physical association)
Q92993,O00213,KAT5,APBB1,MI:0915(physical association)
Q96BZ8,Q9NYB9,LENG1,ABI2,MI:0915(physical association)
O00267,F5H6X6,SUPT5H,GANAB,MI:0403(colocalization)
O00267,Q6PD62,SUPT5H,CTR9,MI:0403(colocalization)
Q9Y5H8,Q9Y5I2,PCDHA3,PCDHA10,MI:0915(physical association)
Q8IX12,P26599,CCAR1,PTBP1,psi-mi:MI:0915(physical association)
Q86UR5,O00555,RIMS1,CACNA1A,psi-mi:MI:0914(association)
O75147,Q8WZ42,OBSL1,TTN,MI:0407(direct interaction)
Q16602,P34998,CALCRL,CRHR1,psi-mi:MI:0914(association)
P20749,Q00653,BCL3,NFKB2,-
P06280,P06280,GLA,GLA,-
P63146,Q5VTR2,UBE2B,RNF20,MI:0407(direct interaction)
A0A140VJG1,Q5TBA9,CDKL2,FRY,MI:0915(physical association)
P20749,F1D8Q5,BCL3,RXRA,MI:0407(direct interaction)
Q9BRS2,Q6P2Q9,RIOK1,PRPF8,MI:0915(physical association)
P15502,P35556,ELN,FBN2,psi-mi:MI:0915(physical association)
Q9BUF5,B1AQP2,TUBB6,PFDN2,psi-mi:MI:0915(physical association)
F6KD01,Q9Y6Q9,PTEN,NCOA3,psi-mi:MI:0915(physical association)
O95429,Q9NP73,BAG4,ALG13,MI:0915(physical association)
Q02388,P02462,COL7A1,COL4A1,MI:0407(direct interaction)
Q14573,P16615,ITPR3,ATP2A2,MI:0403(colocalization)
J3QRB6,J3QRB6,MAP3K3,MAP3K3,MI:0407(direct interaction)
P62072,Q8IX01,TIMM10,SUGP2,MI:0403(colocalization)
P50479,Q9H9D4,PDLIM4,ZNF408,-
P09455,P18827,RBP1,SDC1,psi-mi:MI:0914(association)
P63000,Q8IZP0,RAC1,ABI1,psi-mi:MI:0915(physical association)
O15040,Q658J6,TECPR2,MAP1LC3B,MI:0407(direct interaction)
P63000,Q96F07,RAC1,CYFIP2,psi-mi:MI:0915(physical association)
P63000,Q9Y4I1,RAC1,MYO5A,psi-mi:MI:0914(association)
P63000,Q5VST9,RAC1,OBSCN,psi-mi:MI:0915(physical association)
Q13370,Q02108,PDE3B,GUCY1A3,psi-mi:MI:0914(association)
Q5VV41,Q12979,ARHGEF16,ABR,psi-mi:MI:0914(association)
Q5VV41,Q9H0H5,ARHGEF16,RACGAP1,psi-mi:MI:0914(association)
Q92835,Q92835,INPP5D,INPP5D,psi-mi:MI:0915(physical association)
P63000,O14827,RAC1,RASGRF2,psi-mi:MI:0915(physical association)
P63000,Q12802,RAC1,AKAP13,psi-mi:MI:0915(physical association)
P63000,Q14563,RAC1,SEMA3A,psi-mi:MI:0915(physical association)
P63000,L7RT34,RAC1,PIK3R5,psi-mi:MI:0914(association)
O14827,Q9H0H5,RASGRF2,RACGAP1,psi-mi:MI:0914(association)
O14827,O75116,RASGRF2,ROCK2,psi-mi:MI:0914(association)
A0A024R5X1,Q9Y250,SNAPC5,LZTS1,psi-mi:MI:0915(physical association)
O14827,P61026,RASGRF2,RAB10,psi-mi:MI:0915(physical association)
A0A024R4C3,Q12980,TP73,NPRL3,MI:0915(physical association)
A0A024R4C3,A0A0S2Z4N5,TP73,TP63,MI:0407(direct interaction)
P11047,P07942,LAMC1,LAMB1,MI:0914(association)
Q5VV41,O75116,ARHGEF16,ROCK2,psi-mi:MI:0914(association)
P22455,Q07889,FGFR4,SOS1,psi-mi:MI:0915(physical association)
Q13873,P22004,BMPR2,BMP6,MI:0915(physical association)
Q13873,Q13873,BMPR2,BMPR2,MI:0915(physical association)
P61221,K7PPA8,ABCE1,TP53,MI:0915(physical association)
P61221,P33176,ABCE1,KIF5B,MI:0915(physical association)
P61221,P46940,ABCE1,IQGAP1,MI:0915(physical association)
P61221,P04629,ABCE1,NTRK1,MI:0915(physical association)
A0A024RDW8,A0A024RDW8,COL4A2,COL4A2,-
O95071,Q15796,UBR5,SMAD2,-
P46087,O00541,NOP2,PES1,MI:0403(colocalization)
A0A024RDW8,P25391,COL4A2,LAMA1,psi-mi:MI:0915(physical association)
A0A024RDW8,P55268,COL4A2,LAMB2,psi-mi:MI:0915(physical association)
A0A087X1U6,O14827,EPPK1,RASGRF2,MI:0915(physical association)
Q9UBS0,P61978,RPS6KB2,HNRNPK,MI:0915(physical association)
Q9UBS0,P13010,RPS6KB2,XRCC5,MI:0915(physical association)
Q15750,P0CG48,TAB1,UBC,MI:0407(direct interaction)
Q15750,P27635,TAB1,RPL10,MI:0407(direct interaction)
P21860,P21860,ERBB3,ERBB3,-
P21860,Q68CZ2,ERBB3,TNS3,MI:0407(direct interaction)
Q2TAC2,Q3B820,CCDC57,FAM161A,MI:0915(physical association)
