uidA,uidB,aliasA,aliasB,interactionType
Q5T4B2,Q9Y5Q6,CERCAM,INSL5,MI:0915(physical association)
O60333,O60296,KIF1B,TRAK2,MI:0915(physical association)
I4EC15,Q9Y697,HLA-DPB1,NFS1,MI:0915(physical association)
A0A024R471,Q9UH99,COPS7B,SUN2,MI:0915(physical association)
Q9Y6A5,Q96KV7,TACC3,WDR90,MI:0915(physical association)
O75398,Q13526,DEAF1,PIN1,MI:0407(direct interaction)
A0A024QZM3,Q96NR8,EIF4EBP2,RDH12,MI:0915(physical association)
A0A024R471,A0A024RBR3,COPS7B,DENR,MI:0915(physical association)
O60333,Q5TCZ1,KIF1B,SH3PXD2A,MI:0915(physical association)
Q14554,P08473,PDIA5,MME,MI:0915(physical association)
O95684,Q9BRR8,FGFR1OP,GPATCH1,MI:0915(physical association)
P54277,P11216,PMS1,PYGB,MI:0915(physical association)
P30556,Q8TDS5,AGTR1,OXER1,psi-mi:MI:0914(association)
P61221,Q05823,ABCE1,RNASEL,MI:0407(direct interaction)
P54277,O95714,PMS1,HERC2,MI:0915(physical association)
A0A024RAB1,Q05086,ASAP3,UBE3A,psi-mi:MI:0915(physical association)
P32881,P42224,IFNA8,STAT1,psi-mi:MI:0915(physical association)
Q8N0Z2,P68032,ABRA,ACTC1,-
O60333,Q12959,KIF1B,DLG1,MI:0915(physical association)
Q5BVD1,Q8NDV1,C3orf52,ST6GALNAC3,MI:0915(physical association)
Q9Y6A5,Q2WGJ6,TACC3,KLHL38,MI:0915(physical association)
A0A024QZY3,Q8N6L0,FAM50B,CCDC155,MI:0915(physical association)
A0A024QZY3,P54257,FAM50B,HAP1,MI:0915(physical association)
A0A024QZY3,Q15276,FAM50B,RABEP1,MI:0915(physical association)
A0A024RAM1,A6H8Y1,POLR3G,BDP1,psi-mi:MI:0915(physical association)
A0A024RAM1,Q16533,POLR3G,SNAPC1,psi-mi:MI:0915(physical association)
P22894,P02452,MMP8,COL1A1,psi-mi:MI:0915(physical association)
O95168,P28331,NDUFB4,NDUFS1,psi-mi:MI:0915(physical association)
O95168,P56556,NDUFB4,NDUFA6,psi-mi:MI:0915(physical association)
A0A024RAM1,A0A024R8Y2,POLR3G,POU2F1,psi-mi:MI:0915(physical association)
Q6FIB4,Q6ZSZ5,F11R,ARHGEF18,psi-mi:MI:0915(physical association)
Q6FIB4,P61586,F11R,RHOA,psi-mi:MI:0915(physical association)
I4EC15,Q92845,HLA-DPB1,KIFAP3,psi-mi:MI:0914(association)
I4EC15,I4EC15,HLA-DPB1,HLA-DPB1,psi-mi:MI:0915(physical association)
I4EC15,P04233,HLA-DPB1,CD74,psi-mi:MI:0915(physical association)
O95168,P24539,NDUFB4,ATP5F1,psi-mi:MI:0914(association)
Q96NT3,Q86U28,GUCD1,ISCA2,MI:0915(physical association)
Q96NT3,Q8IWZ5,GUCD1,TRIM42,MI:0915(physical association)
P13861,P54750,PRKAR2A,PDE1A,psi-mi:MI:0914(association)
P13861,Q09428,PRKAR2A,ABCC8,psi-mi:MI:0914(association)
P13861,P51828,PRKAR2A,ADCY7,psi-mi:MI:0914(association)
P13861,Q07343,PRKAR2A,PDE4B,psi-mi:MI:0914(association)
P03971,Q13418,AMH,ILK,psi-mi:MI:0915(physical association)
P03971,Q96BK5,AMH,PINX1,psi-mi:MI:0915(physical association)
P38398,Q9UBD5,BRCA1,ORC3,MI:0915(physical association)
Q96J02,Q8IXW5,ITCH,RPAP2,MI:0407(direct interaction)
Q96J02,P19387,ITCH,POLR2C,MI:0407(direct interaction)
Q8WTU0,B2RNT7,DDI1,KLHL42,MI:0407(direct interaction)
Q8N157,P54257,AHI1,HAP1,MI:0914(association)
Q8WTU0,A8MWW6,DDI1,MAPK10,MI:0915(physical association)
Q9C0F1,Q8IYE0,CEP44,CCDC146,MI:0407(direct interaction)
P30989,P30989,NTSR1,NTSR1,MI:0407(direct interaction)
Q5T5S1,E9PMR6,CCDC183,ARHGEF12,MI:0915(physical association)
Q8IXZ2,Q8IWZ3,ZC3H3,ANKHD1,MI:0915(physical association)
O14744,O14744,PRMT5,PRMT5,MI:0914(association)
A0A024R4A4,Q9UI14,RAB17,RABAC1,-
Q9H159,Q9ULM3,CDH19,YEATS2,MI:0915(physical association)
A0A218MIY9,Q15149,TSGA10,PLEC,psi-mi:MI:0915(physical association)
O14744,P16581,PRMT5,SELE,psi-mi:MI:0915(physical association)
Q96P65,F6KD01,QRFPR,PTEN,MI:0915(physical association)
P22681,P13010,CBL,XRCC5,MI:0915(physical association)
Q96J02,Q9UBN4,ITCH,TRPC4,-
P51685,Q9NZN5,CCR8,ARHGEF12,psi-mi:MI:0914(association)
Q9Y496,O75386,KIF3A,TULP3,MI:0915(physical association)
A0A218MIY9,A0A140VJV5,TSGA10,SPERT,MI:0915(physical association)
P30556,P54707,AGTR1,ATP12A,MI:0915(physical association)
Q8WTU0,O75604,DDI1,USP2,MI:0915(physical association)
Q8WTU0,Q8WW81,DDI1,SDS,MI:0915(physical association)
O14744,Q96E35,PRMT5,ZMYND19,MI:0915(physical association)
Q9Y496,A0A024QZB8,KIF3A,CLN3,psi-mi:MI:0914(association)
Q6P2D0,Q86Z20,ZFP1,CCDC125,MI:0915(physical association)
Q96JI7,Q68DK2,SPG11,ZFYVE26,psi-mi:MI:0914(association)
E9PEJ1,P07942,CD96,LAMB1,MI:0915(physical association)
Q99708,P25791,RBBP8,LMO2,-
A0A0S2Z681,A0A024R7H3,ACMSD,USHBP1,MI:0915(physical association)
O00571,O95786,DDX3X,DDX58,psi-mi:MI:0915(physical association)
Q9UBU7,Q9UBU7,DBF4,DBF4,MI:0407(direct interaction)
Q969S8,P13674,HDAC10,P4HA1,MI:0915(physical association)
P59533,P41146,TAS2R38,OPRL1,psi-mi:MI:0914(association)
O14732,O14732,IMPA2,IMPA2,MI:0407(direct interaction)
A0A1U9X8J1,Q8IUC8,SKIV2L,GALNT13,MI:0407(direct interaction)
A0A0D9SGC1,P35606,MYO6,COPB2,MI:0915(physical association)
A0A1U9X8J1,P00533,SKIV2L,EGFR,MI:0915(physical association)
P54277,O00443,PMS1,PIK3C2A,MI:0915(physical association)
P04040,Q06830,CAT,PRDX1,MI:0403(colocalization)
P04040,P14923,CAT,JUP,MI:0915(physical association)
Q8N1G2,P41252,CMTR1,IARS,MI:0403(colocalization)
Q6PII3,A0A024R0V3,CCDC174,KLC3,MI:0915(physical association)
A0A1U9X8J1,Q6PGP7,SKIV2L,TTC37,MI:0403(colocalization)
P42285,A0A024R416,SKIV2L2,USP37,MI:0915(physical association)
P68032,Q9NYL9,ACTC1,TMOD3,MI:0915(physical association)
O00626,P19320,CCL22,VCAM1,MI:0407(direct interaction)
Q6NUQ1,P25791,RINT1,LMO2,MI:0915(physical association)
P22681,A0A0S2Z4R4,CBL,HGS,psi-mi:MI:0915(physical association)
Q8N9Q2,Q96CD2,SREK1IP1,PPCDC,MI:0915(physical association)
A0A024RC34,Q92878,RBBP8,RAD50,MI:0915(physical association)
P22681,P10767,CBL,FGF6,psi-mi:MI:0915(physical association)
A0A218MIY9,Q14D33,TSGA10,RTP5,MI:0407(direct interaction)
A0A218MIY9,Q9C0F1,TSGA10,CEP44,MI:0407(direct interaction)
Q9H205,O75970,OR2AG1,MPDZ,MI:0407(direct interaction)
Q9UJC3,A0A024QZB8,HOOK1,CLN3,psi-mi:MI:0914(association)
Q8TDD1,P04150,DDX54,NR3C1,-
Q969S8,C9JE98,HDAC10,NCOR2,-
P42285,Q9Y2L1,SKIV2L2,DIS3,-
O14732,Q15011,IMPA2,HERPUD1,-
A0A024RC34,A0A024RC34,RBBP8,RBBP8,MI:0407(direct interaction)
H6SG14,H6SG14,COX4I2,COX4I2,-
P68032,Q8NF91,ACTC1,SYNE1,-
P68032,Q6TDP4,ACTC1,KLHL17,-
P16109,P07359,SELP,GP1BA,psi-mi:MI:0915(physical association)
A0A1U9X8J1,P01106,SKIV2L,MYC,MI:0915(physical association)
Q9C0F1,Q3B820,CEP44,FAM161A,MI:0915(physical association)
Q96ED9,Q9H269,HOOK2,VPS16,-
P17301,P17301,ITGA2,ITGA2,MI:0915(physical association)
Q8N5S3,O94868,C2orf73,FCHSD2,MI:0915(physical association)
Q8WUA4,O60271,GTF3C2,SPAG9,MI:0915(physical association)
Q969S8,Q8IZL2,HDAC10,MAML2,psi-mi:MI:0914(association)
Q8WUA4,A0A024RAM1,GTF3C2,POLR3G,psi-mi:MI:0915(physical association)
Q8WUA4,Q9Y5Q9,GTF3C2,GTF3C3,psi-mi:MI:0915(physical association)
Q5T4B2,Q2WGJ6,CERCAM,KLHL38,MI:0915(physical association)
B2CQT6,Q8TBE7,SLC15A1,SLC35G2,MI:0915(physical association)
A0A024RDW2,Q16539,SUPT20H,MAPK14,-
O75626,P59046,PRDM1,NLRP12,psi-mi:MI:0915(physical association)
Q9Y5Z4,Q9H8W4,HEBP2,PLEKHF2,MI:0915(physical association)
Q9H819,Q8IZF4,DNAJC18,ADGRG5,MI:0915(physical association)
Q9Y5Q9,Q92994,GTF3C3,BRF1,-
A0A024R759,P42684,MET,ABL2,MI:0407(direct interaction)
Q16695,B4DV00,HIST3H3,PRMT5,MI:0407(direct interaction)
Q96P65,Q5UE93,QRFPR,PIK3R6,psi-mi:MI:0914(association)
Q96P65,P05305,QRFPR,EDN1,psi-mi:MI:0915(physical association)
Q8IX15,Q9Y3B7,HOMEZ,MRPL11,MI:0915(physical association)
Q58DX5,Q8WVV5,NAALADL2,BTN2A2,MI:0915(physical association)
Q96P65,O95837,QRFPR,GNA14,psi-mi:MI:0915(physical association)
Q13507,P20591,TRPC3,MX1,MI:0915(physical association)
Q96P65,P46663,QRFPR,BDKRB1,psi-mi:MI:0914(association)
P12882,P13646,MYH1,KRT13,MI:0407(direct interaction)
O75366,P09327,AVIL,VIL1,MI:0915(physical association)
P30989,P28223,NTSR1,HTR2A,psi-mi:MI:0914(association)
B2CQT6,P48735,SLC15A1,IDH2,MI:0915(physical association)
B2CQT6,Q8NHH9,SLC15A1,ATL2,MI:0915(physical association)
Q8IXB1,Q9NS15,DNAJC10,LTBP3,MI:0915(physical association)
Q8WXW3,Q9H4B6,PIBF1,SAV1,MI:0915(physical association)
P53420,P05106,COL4A4,ITGB3,psi-mi:MI:0915(physical association)
O00571,Q6FII1,DDX3X,GSTK1,psi-mi:MI:0915(physical association)
A0A024RDV3,A0A024RDV3,RB1,RB1,-
A0A024R7R9,P07900,SLC34A1,HSP90AA1,-
Q9ULH1,P22681,ASAP1,CBL,-
P07992,O15287,ERCC1,FANCG,MI:0915(physical association)
A0A024R153,Q16531,INVS,DDB1,MI:0915(physical association)
O14744,O43852,PRMT5,CALU,MI:0915(physical association)
P12882,P11171,MYH1,EPB41,MI:0915(physical association)
Q6GPH4,A0A024R870,XAF1,LRSAM1,MI:0915(physical association)
Q15262,P06213,PTPRK,INSR,MI:0203(dephosphorylation reaction)
Q15262,P22681,PTPRK,CBL,MI:0203(dephosphorylation reaction)
Q9BZP6,P00533,CHIA,EGFR,psi-mi:MI:0914(association)
P53420,P45452,COL4A4,MMP13,psi-mi:MI:0914(association)
P53420,Q16787,COL4A4,LAMA3,psi-mi:MI:0915(physical association)
P53420,P06756,COL4A4,ITGAV,psi-mi:MI:0915(physical association)
P53420,A8TX70,COL4A4,COL6A5,psi-mi:MI:0914(association)
P53420,O75578,COL4A4,ITGA10,psi-mi:MI:0915(physical association)
P53420,A0A024R6U8,COL4A4,MMP15,psi-mi:MI:0914(association)
P53420,P25940,COL4A4,COL5A3,psi-mi:MI:0914(association)
O15504,Q8NFH4,NUPL2,NUP37,psi-mi:MI:0915(physical association)
Q2VIQ3,Q02224,KIF4B,CENPE,psi-mi:MI:0914(association)
Q2VIQ3,I4EC15,KIF4B,HLA-DPB1,psi-mi:MI:0914(association)
Q2VIQ3,A0A140VKG5,KIF4B,KIF2B,psi-mi:MI:0914(association)
O14744,P57678,PRMT5,GEMIN4,psi-mi:MI:0915(physical association)
Q8NC60,Q9UMS0,NOA1,NFU1,-
P30989,P46663,NTSR1,BDKRB1,psi-mi:MI:0914(association)
A0A218MIY9,Q96ED9,TSGA10,HOOK2,MI:0915(physical association)
Q3YEC7,Q5T5D7,RABL6,ZNF684,MI:0915(physical association)
Q6IA86,P42224,ELP2,STAT1,MI:0407(direct interaction)
Q13634,Q13634,CDH18,CDH18,MI:0403(colocalization)
Q8IX15,Q8TBB1,HOMEZ,LNX1,MI:0915(physical association)
Q9H3U1,Q05086,UNC45A,UBE3A,MI:0403(colocalization)
Q8TAX7,Q96FL9,MUC7,GALNT14,-
Q96LX7,Q08379,CCDC17,GOLGA2,MI:0915(physical association)
Q8WXW3,Q2M1P5,PIBF1,KIF7,MI:0915(physical association)
P49454,P49454,CENPF,CENPF,psi-mi:MI:0914(association)
P53420,A6NMZ7,COL4A4,COL6A6,psi-mi:MI:0914(association)
Q6NUQ1,O95990,RINT1,FAM107A,psi-mi:MI:0915(physical association)
P51685,Q9NYW0,CCR8,TAS2R10,psi-mi:MI:0914(association)
P51685,P35346,CCR8,SSTR5,psi-mi:MI:0914(association)
P51685,Q9NYW7,CCR8,TAS2R1,psi-mi:MI:0914(association)
P51685,Q9Y2T6,CCR8,GPR55,psi-mi:MI:0914(association)
P51685,Q9H244,CCR8,P2RY12,psi-mi:MI:0914(association)
A0A024R6R3,A0A024RDV3,ORC6,RB1,psi-mi:MI:0915(physical association)
P59533,Q14330,TAS2R38,GPR18,psi-mi:MI:0914(association)
P59533,P30556,TAS2R38,AGTR1,psi-mi:MI:0914(association)
P59533,Q9H244,TAS2R38,P2RY12,psi-mi:MI:0914(association)
P49454,P30622,CENPF,CLIP1,psi-mi:MI:0915(physical association)
P59533,A0A024R2Z3,TAS2R38,CCR3,psi-mi:MI:0914(association)
O14744,Q9Y3Y2,PRMT5,CHTOP,psi-mi:MI:0914(association)
P49454,Q13352,CENPF,ITGB3BP,psi-mi:MI:0915(physical association)
P49454,Q9BS16,CENPF,CENPK,psi-mi:MI:0915(physical association)
P59533,O60503,TAS2R38,ADCY9,psi-mi:MI:0914(association)
A0A024R6R3,Q9UJA3,ORC6,MCM8,psi-mi:MI:0915(physical association)
Q96QK1,O75436,VPS35,VPS26A,MI:0403(colocalization)
Q93052,Q9Y3C4,LPP,TPRKB,MI:0403(colocalization)
Q96AV8,Q8IZD4,E2F7,DCP1B,MI:0915(physical association)
Q96QK1,O60493,VPS35,SNX3,MI:0407(direct interaction)
O14737,A0A024R2F2,PDCD5,VHL,MI:0915(physical association)
A0A218MIY9,Q8TES7,TSGA10,FBF1,psi-mi:MI:0915(physical association)
Q96CV9,A8K8P3,OPTN,SFI1,psi-mi:MI:0914(association)
Q8N9V6,A0A024R302,ANKRD53,GLYCTK,MI:0915(physical association)
Q96AV8,Q96AV8,E2F7,E2F7,MI:0915(physical association)
O75439,Q96MF6,PMPCB,COQ10A,MI:0915(physical association)
Q96QK1,A0A024RAA0,VPS35,MUL1,MI:0915(physical association)
A2RUB1,Q9H0B3,MEIOC,KIAA1683,MI:0915(physical association)
B4DV00,A0A024R4R9,PRMT5,LENG8,MI:0407(direct interaction)
A2A3K4,Q6ZW61,PTPDC1,BBS12,MI:0915(physical association)
Q96QK1,Q13596,VPS35,SNX1,MI:0915(physical association)
Q9H3U1,Q96KN7,UNC45A,RPGRIP1,MI:0915(physical association)
Q96QK1,A0A024R2F2,VPS35,VHL,MI:0915(physical association)
O94988,Q13432,FAM13A,UNC119,MI:0915(physical association)
O75419,Q7L590,CDC45,MCM10,MI:0407(direct interaction)
Q9NX63,A0A140VJV5,CHCHD3,SPERT,MI:0915(physical association)
Q9BX97,P35916,PLVAP,FLT4,MI:0915(physical association)
Q96QK1,Q96L92,VPS35,SNX27,psi-mi:MI:0914(association)
Q96QK1,Q9ULJ7,VPS35,ANKRD50,psi-mi:MI:0914(association)
Q96QK1,Q9Y5X3,VPS35,SNX5,psi-mi:MI:0914(association)
P56199,P12109,ITGA1,COL6A1,psi-mi:MI:0915(physical association)
O00468,O00468,AGRN,AGRN,psi-mi:MI:0915(physical association)
Q86US8,P46777,SMG6,RPL5,psi-mi:MI:0915(physical association)
O00468,P02649,AGRN,APOE,psi-mi:MI:0915(physical association)
Q06455,C9JE98,RUNX1T1,NCOR2,-
P17301,Q07092,ITGA2,COL16A1,psi-mi:MI:0914(association)
A0A024R688,A0A1W1GSK9,MNAT1,ERCC4,psi-mi:MI:0915(physical association)
A0A024R688,A0A024RDV3,MNAT1,RB1,-
P49454,O00139,CENPF,KIF2A,psi-mi:MI:0915(physical association)
P11171,Q01082,EPB41,SPTBN1,-
Q6P444,Q08379,MTFR2,GOLGA2,MI:0915(physical association)
Q8N201,Q9H6T3,INTS1,RPAP3,MI:0915(physical association)
Q13433,Q07011,SLC39A6,TNFRSF9,MI:0915(physical association)
Q13433,Q86VU5,SLC39A6,COMTD1,MI:0915(physical association)
Q13433,Q6AZY7,SLC39A6,SCARA3,MI:0915(physical association)
Q75N90,Q75N90,FBN3,FBN3,psi-mi:MI:0915(physical association)
P82673,A0A024R120,MRPS35,TFCP2,MI:0915(physical association)
P04040,A0A0S2Z4H1,CAT,PEX5,MI:0915(physical association)
P17301,Q01955,ITGA2,COL4A3,psi-mi:MI:0915(physical association)
Q9BZH6,O43592,WDR11,XPOT,MI:0403(colocalization)
Q17R55,Q86Y07,FAM187B,VRK2,MI:0915(physical association)
O14732,Q9UNA3,IMPA2,A4GNT,MI:0915(physical association)
P42285,Q9UMQ6,SKIV2L2,CAPN11,MI:0403(colocalization)
P04040,P36871,CAT,PGM1,MI:0403(colocalization)
O75554,O00571,WBP4,DDX3X,MI:0915(physical association)
Q6PII3,Q8TCT0,CCDC174,CERK,MI:0915(physical association)
Q9UID3,P40692,VPS51,MLH1,MI:0915(physical association)
Q96RN5,Q9Y2X0,MED15,MED16,MI:0915(physical association)
A0A024R688,Q2L6J1,MNAT1,TRIM31,MI:0915(physical association)
H6SG14,A0A024R1X4,COX4I2,COA3,MI:0915(physical association)
A0A024RDW8,Q8WWU7,COL4A2,ITLN2,MI:0915(physical association)
A0A024RDW8,P04279,COL4A2,SEMG1,MI:0915(physical association)
Q96P53,O95070,WDFY2,YIF1A,MI:0915(physical association)
O43187,P08473,IRAK2,MME,MI:0915(physical association)
B9A6J2,Q9BZV1,RAB3GAP1,UBXN6,psi-mi:MI:0914(association)
Q05707,Q9P218,COL14A1,COL20A1,MI:0915(physical association)
Q6ZMB5,Q96N66,TMEM184A,MBOAT7,MI:0915(physical association)
O60566,O00762,BUB1B,UBE2C,psi-mi:MI:0915(physical association)
A0A024RDW8,P02462,COL4A2,COL4A1,MI:0914(association)
Q13535,A0A024R1S2,ATR,CDC6,MI:0407(direct interaction)
Q9UJY4,Q9NY15,GGA2,STAB1,MI:0407(direct interaction)
Q9P209,Q7L590,CEP72,MCM10,MI:0407(direct interaction)
O00626,Q6XUX3,CCL22,DSTYK,MI:0915(physical association)
O43187,Q7L8L6,IRAK2,FASTKD5,MI:0915(physical association)
Q92914,Q92997,FGF11,DVL3,MI:0915(physical association)
A0A024R688,P24928,MNAT1,POLR2A,psi-mi:MI:0915(physical association)
A0A024R2U9,P23508,APEH,MCC,MI:0915(physical association)
Q9UID3,A0A024R8D6,VPS51,PKN3,MI:0915(physical association)
A0A024R688,A0A024R0Q6,MNAT1,ERCC1,psi-mi:MI:0915(physical association)
A0A140VK05,O75923,AKAP1,DYSF,MI:0915(physical association)
Q01718,Q08828,MC2R,ADCY1,psi-mi:MI:0914(association)
A0A024R688,A0A024R2S4,MNAT1,CDC25A,psi-mi:MI:0914(association)
A0A024R688,Q86SZ7,MNAT1,PSME2,psi-mi:MI:0914(association)
A0A024R688,P25789,MNAT1,PSMA4,psi-mi:MI:0914(association)
O95613,Q6PGQ7,PCNT,BORA,psi-mi:MI:0915(physical association)
Q6NS38,Q08379,ALKBH2,GOLGA2,MI:0915(physical association)
A0A024RAV7,A0A024RAV7,ABCC9,ABCC9,psi-mi:MI:0915(physical association)
A0A024RCU3,Q15797,ZNF76,SMAD1,-
O95613,Q9BV73,PCNT,CEP250,psi-mi:MI:0915(physical association)
O95613,Q9Y2I6,PCNT,NINL,psi-mi:MI:0915(physical association)
Q96RN5,O75448,MED15,MED24,psi-mi:MI:0915(physical association)
Q96RN5,Q6P2C8,MED15,MED27,psi-mi:MI:0915(physical association)
P60660,G4XH65,MYL6,ESR1,MI:0407(direct interaction)
A0A024RDW8,P08123,COL4A2,COL1A2,psi-mi:MI:0915(physical association)
Q05707,P03956,COL14A1,MMP1,psi-mi:MI:0914(association)
A0A024RDW8,Q05707,COL4A2,COL14A1,psi-mi:MI:0914(association)
A0A024RDW8,P03956,COL4A2,MMP1,psi-mi:MI:0914(association)
A0A024RDW8,P12110,COL4A2,COL6A2,psi-mi:MI:0914(association)
A0A024RDW8,P22894,COL4A2,MMP8,psi-mi:MI:0914(association)
A0A024RDW8,P25940,COL4A2,COL5A3,psi-mi:MI:0914(association)
P32019,Q12979,INPP5B,ABR,psi-mi:MI:0914(association)
P32019,Q07890,INPP5B,SOS2,psi-mi:MI:0914(association)
P32019,P19174,INPP5B,PLCG1,psi-mi:MI:0914(association)
P32019,Q9NZN5,INPP5B,ARHGEF12,psi-mi:MI:0914(association)
P32019,O15085,INPP5B,ARHGEF11,psi-mi:MI:0914(association)
P32019,P50395,INPP5B,GDI2,psi-mi:MI:0914(association)
P32019,Q96M96,INPP5B,FGD4,psi-mi:MI:0914(association)
P32019,P51178,INPP5B,PLCD1,psi-mi:MI:0914(association)
Q6P158,Q6A162,DHX57,KRT40,MI:0915(physical association)
Q8WVV5,Q9H2F3,BTN2A2,HSD3B7,MI:0915(physical association)
Q9GZT4,Q9NRI5,SRR,DISC1,MI:0915(physical association)
Q9UHI5,A0A0S2Z4E1,SLC7A8,SLC3A1,MI:0915(physical association)
Q92667,Q7Z4T9,AKAP1,MAATS1,MI:0915(physical association)
Q9NWS9,P10073,ZNF446,ZSCAN22,MI:0407(direct interaction)
P06576,P28331,ATP5B,NDUFS1,psi-mi:MI:0914(association)
A8KA13,Q9BWT7,BCL6B,CARD10,MI:0915(physical association)
O60841,A0A024R692,EIF5B,RHOJ,MI:0915(physical association)
A0A140VK69,Q7Z4W1,GOT1,DCXR,MI:0403(colocalization)
A0A140VK69,O60493,GOT1,SNX3,MI:0403(colocalization)
Q09472,Q9P1Z2,EP300,CALCOCO1,-
Q13158,Q14790,FADD,CASP8,-
A0A140VJG2,Q9H0I2,CEP70,ENKD1,MI:0915(physical association)
Q15750,O95816,TAB1,BAG2,MI:0915(physical association)
Q9HC97,P06576,GPR35,ATP5B,MI:0915(physical association)
O43187,O00206,IRAK2,TLR4,-
O43187,P01112,IRAK2,HRAS,-
A0A0S2Z5L0,Q9Y248,GINS3,GINS2,MI:0403(colocalization)
Q9HCS7,Q13123,XAB2,IK,MI:0407(direct interaction)
Q13625,Q2TBE0,TP53BP2,CWF19L2,MI:0915(physical association)
Q8IWZ5,Q08379,TRIM42,GOLGA2,MI:0407(direct interaction)
Q9UBS0,P07900,RPS6KB2,HSP90AA1,MI:0915(physical association)
Q9UBS0,P25205,RPS6KB2,MCM3,MI:0915(physical association)
Q9UBS0,O43175,RPS6KB2,PHGDH,MI:0915(physical association)
Q13625,Q9UQB8,TP53BP2,BAIAP2,MI:0915(physical association)
Q96RN5,Q13643,MED15,FHL3,-
P51587,Q06609,BRCA2,RAD51,-
O75334,Q13332,PPFIA2,PTPRS,-
O75334,O75334,PPFIA2,PPFIA2,-
Q13515,Q9C0F1,BFSP2,CEP44,MI:0915(physical association)
Q8TBX8,Q8TBX8,PIP4K2C,PIP4K2C,MI:0915(physical association)
Q9UBS0,P07948,RPS6KB2,LYN,MI:0407(direct interaction)
Q9Y265,Q15750,RUVBL1,TAB1,MI:0915(physical association)
Q05823,O75626,RNASEL,PRDM1,psi-mi:MI:0915(physical association)
Q9Y265,P56537,RUVBL1,EIF6,MI:0915(physical association)
Q9Y265,A0A0S2Z3H8,RUVBL1,GNAS,MI:0915(physical association)
Q9Y265,Q6AWC2,RUVBL1,WWC2,MI:0915(physical association)
Q13158,Q9UKL3,FADD,CASP8AP2,MI:0915(physical association)
A1A4E9,Q8IWZ5,KRT13,TRIM42,MI:0915(physical association)
Q14D04,O00238,VEPH1,BMPR1B,-
Q8NHS9,Q9UL33,SPATA22,TRAPPC2L,MI:0915(physical association)
Q9UIB8,Q9UIB8,CD84,CD84,MI:0407(direct interaction)
Q86VP1,Q2TBE0,TAX1BP1,CWF19L2,MI:0915(physical association)
Q9NTG1,Q8TBB1,PKDREJ,LNX1,MI:0407(direct interaction)
A0A024RCU3,A1L4K1,ZNF76,FSD2,MI:0915(physical association)
Q86VP1,O15160,TAX1BP1,POLR1C,MI:0915(physical association)
Q86VP1,Q3B820,TAX1BP1,FAM161A,MI:0915(physical association)
Q86VP1,P60520,TAX1BP1,GABARAPL2,MI:0915(physical association)
A0A024RCU3,Q9BWD1,ZNF76,ACAT2,MI:0915(physical association)
A0A024RCU3,Q6PF18,ZNF76,MORN3,MI:0915(physical association)
Q14194,O60318,CRMP1,MCM3AP,-
Q86VP1,Q86VF2,TAX1BP1,IGFN1,MI:0915(physical association)
Q8N370,Q92764,SLC43A2,KRT35,MI:0915(physical association)
Q16822,Q9BXC9,PCK2,BBS2,MI:0915(physical association)
Q9UNK9,A6NNF7,ANGEL1,SCNN1D,MI:0915(physical association)
O60841,O15371,EIF5B,EIF3D,psi-mi:MI:0914(association)
O60841,P46777,EIF5B,RPL5,psi-mi:MI:0915(physical association)
Q9Y265,Q9H0E9,RUVBL1,BRD8,psi-mi:MI:0915(physical association)
A0A140VK69,Q9UJS0,GOT1,SLC25A13,psi-mi:MI:0914(association)
Q9H0W7,Q8NHS0,THAP2,DNAJB8,MI:0915(physical association)
P51681,P35346,CCR5,SSTR5,psi-mi:MI:0914(association)
Q14194,A0A024R7A6,CRMP1,PLXNA4,psi-mi:MI:0915(physical association)
Q9HCS7,P51946,XAB2,CCNH,psi-mi:MI:0915(physical association)
Q9HCS7,P49005,XAB2,POLD2,psi-mi:MI:0914(association)
Q16698,A0A0S2Z366,DECR1,ACADM,psi-mi:MI:0914(association)
A0A1P0AYU5,A0A024R730,SFXN3,CFTR,MI:0915(physical association)
A0A1P0AYU5,P00533,SFXN3,EGFR,MI:0915(physical association)
A0A1P0AYU5,A0A0S2Z3R6,SFXN3,LAMB3,MI:0915(physical association)
Q9NQW1,P51649,SEC31B,ALDH5A1,MI:0403(colocalization)
Q6PKC3,Q9H2A9,TXNDC11,CHST8,MI:0915(physical association)
Q9NX18,Q9GZT6,SDHAF2,CCDC90B,-
F8W8D4,O43252,UBA3,PAPSS1,MI:0403(colocalization)
Q9HD20,Q9BRI3,ATP13A1,SLC30A2,MI:0915(physical association)
A0A0C4DFM2,P78424,ZNF574,POU6F2,MI:0915(physical association)
Q14244,A0A024R739,MAP7,POT1,psi-mi:MI:0915(physical association)
Q8N543,Q96Q11,OGFOD1,TRNT1,MI:0403(colocalization)
Q9HD20,Q8IZD2,ATP13A1,KMT2E,MI:0915(physical association)
O75335,O15083,PPFIA4,ERC2,-
Q8N653,Q9NY61,LZTR1,AATF,MI:0407(direct interaction)
P51685,P30556,CCR8,AGTR1,psi-mi:MI:0914(association)
Q9UBB4,A0A0S2Z3R6,ATXN10,LAMB3,MI:0915(physical association)
Q8TAX7,Q8NCL4,MUC7,GALNT6,psi-mi:MI:0915(physical association)
Q5T5Y3,Q66GS9,CAMSAP1,CEP135,MI:0915(physical association)
Q5T5Y3,Q9HC77,CAMSAP1,CENPJ,MI:0915(physical association)
Q9BWH6,Q6P1W5,RPAP1,C1orf94,MI:0915(physical association)
